POLICY,,DURATION (DAYS),,,,AGE GROUP,,PRICING (2 DECIMAL PLACES MAXIMUM),,,,,,,,
,,,,,,,,,,,,,,,,
INSURER NAME,POLICY NAME,MINIMUM VALUE,UNIT,MAXIMUM VALUE,UNIT,AGE MINIMUM,AGE MAXIMUM,,REGION 1,,,REGION 2,,,REGION 3,
Itrek ,Wanderer,23,Days,23,Days,0,65,75.00,142.50,142.50,63.50,120.65,120.65,42.00,79.80,79.80
Itrek ,Wanderer,24,Days,24,Days,0,65,77.00,146.30,146.30,65.00,123.50,123.50,42.00,79.80,79.80
Itrek ,Wanderer,25,Days,25,Days,0,65,80.00,152.00,152.00,67.00,127.30,127.30,43.00,81.70,81.70
Itrek ,Wanderer,26,Days,26,Days,0,65,83.00,157.70,157.70,69.00,131.10,131.10,43.50,82.65,82.65
Itrek ,Wanderer,27,Days,27,Days,0,65,85.00,161.50,161.50,71.00,134.90,134.90,44.50,84.55,84.55
Itrek ,Wanderer,28,Days,28,Days,0,65,86.50,164.35,164.35,73.00,138.70,138.70,47.00,89.30,89.30
Itrek ,Wanderer,29,Days,29,Days,0,65,91.00,172.90,172.90,75.00,142.50,142.50,50.00,95.00,95.00
Itrek ,Wanderer,30,Days,30,Days,0,65,92.00,174.80,174.80,77.00,146.30,146.30,50.50,95.95,95.95
Itrek ,Wanderer,31,Days,31,Days,0,65,93.00,176.70,176.70,79.00,150.10,150.10,51.00,96.90,96.90
Itrek ,Wanderer,32,Days,32,Days,0,65,94.70,179.93,179.93,81.00,153.90,153.90,51.50,97.85,97.85
Itrek ,Wanderer,33,Days,33,Days,0,65,96.50,183.35,183.35,83.00,157.70,157.70,52.00,98.80,98.80
Itrek ,Wanderer,34,Days,34,Days,0,65,98.00,186.20,186.20,84.90,161.31,161.31,54.00,102.60,102.60
Itrek ,Wanderer,35,Days,35,Days,0,65,100.80,191.52,191.52,86.90,165.11,165.11,56.00,106.40,106.40
Itrek ,Wanderer,36,Days,36,Days,0,65,110.00,209.00,209.00,90.50,171.95,171.95,58.00,110.20,110.20
Itrek ,Wanderer,37,Days,37,Days,0,65,112.00,212.80,212.80,91.00,172.90,172.90,59.00,112.10,112.10
Itrek ,Wanderer,38,Days,38,Days,0,65,114.00,216.60,216.60,92.90,176.51,176.51,60.00,114.00,114.00
Itrek ,Wanderer,39,Days,39,Days,0,65,115.00,218.50,218.50,95.00,180.50,180.50,61.00,115.90,115.90
Itrek ,Wanderer,40,Days,40,Days,0,65,116.00,220.40,220.40,97.00,184.30,184.30,62.00,117.80,117.80
Itrek ,Wanderer,41,Days,41,Days,0,65,118.00,224.20,224.20,99.00,188.10,188.10,63.00,119.70,119.70
Itrek ,Wanderer,42,Days,42,Days,0,65,122.00,231.80,231.80,101.00,191.90,191.90,65.00,123.50,123.50
Itrek ,Wanderer,43,Days,43,Days,0,65,125.00,237.50,237.50,103.00,195.70,195.70,67.00,127.30,127.30
Itrek ,Wanderer,44,Days,44,Days,0,65,127.00,241.30,241.30,105.00,199.50,199.50,68.00,129.20,129.20
Itrek ,Wanderer,45,Days,45,Days,0,65,129.00,245.10,245.10,107.00,203.30,203.30,69.00,131.10,131.10
Itrek ,Wanderer,46,Days,46,Days,0,65,133.00,252.70,252.70,109.00,207.10,207.10,70.00,133.00,133.00
Itrek ,Wanderer,47,Days,47,Days,0,65,135.00,256.50,256.50,110.50,209.95,209.95,71.00,134.90,134.90
Itrek ,Wanderer,48,Days,48,Days,0,65,137.00,260.30,260.30,112.00,212.80,212.80,72.00,136.80,136.80
Itrek ,Wanderer,49,Days,49,Days,0,65,139.00,264.10,264.10,113.50,215.65,215.65,73.00,138.70,138.70
Itrek ,Wanderer,50,Days,62,Days,0,65,160.50,304.95,304.95,135.89,258.19,258.19,79.00,150.10,150.10
Itrek ,Wanderer,63,Days,92,Days,0,65,209.72,398.47,398.47,178.69,339.51,339.51,111.28,211.43,211.43
Itrek ,Wanderer,93,Days,123,Days,0,65,249.76,474.54,474.54,216.16,410.70,410.70,126.26,239.89,239.89
Itrek ,Wanderer,124,Days,153,Days,0,65,268.57,510.28,510.28,227.91,433.03,433.03,146.59,278.52,278.52
Itrek ,Wanderer,154,Days,184,Days,0,65,293.18,557.04,557.04,250.38,475.72,475.72,164.78,313.08,313.08
Itrek ,Wanderer,185,Days,215,Days,0,65,360.59,685.12,685.12,302.09,573.97,573.97,189.39,359.84,359.84
Itrek ,Wanderer,216,Days,245,Days,0,65,397.22,754.72,754.72,324.28,616.13,616.13,209.72,398.47,398.47
Itrek ,Wanderer,246,Days,276,Days,0,65,429.14,815.37,815.37,365.81,695.04,695.04,230.05,437.10,437.10
Itrek ,Wanderer,277,Days,306,Days,0,65,456.63,867.60,867.60,397.91,756.03,756.03,250.38,475.72,475.72
Itrek ,Wanderer,307,Days,337,Days,0,65,498.26,946.69,946.69,429.14,815.37,815.37,269.64,512.32,512.32
Itrek ,Wanderer,338,Days,366,Days,0,65,524.86,997.23,997.23,467.59,888.42,888.42,286.76,544.84,544.84
Itrek ,Wanderer,366,Days,397,Days,0,65,610.29,1159.55,1159.55,556.95,1058.21,1058.21,,,
Itrek ,Wanderer,398,Days,428,Days,0,65,663.11,1259.91,1259.91,590.15,1121.29,1121.29,,,
Itrek ,Wanderer,428,Days,458,Days,0,65,758.22,1440.62,1440.62,646.50,1228.35,1228.35,,,
Itrek ,Wanderer,458,Days,489,Days,0,65,847.44,1610.14,1610.14,714.04,1356.68,1356.68,,,
Itrek ,Wanderer,489,Days,519,Days,0,65,913.78,1736.18,1736.18,775.75,1473.93,1473.93,,,
Itrek ,Wanderer,520,Days,551,Days,0,65,958.11,1820.41,1820.41,834.60,1585.74,1585.74,,,
